date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:25:02	3878/3878	---M--	200	added ('OK')	image/png	etag:%22639ad398-f26%22	https://newfreetool.com/public/assets/frontend/img/ornaments/ornament2.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/img/ornaments/ornament2.png	(from https://newfreetool.com/public/assets/frontend/css/style.css)
10:25:02	10382/10382	---M--	200	added ('OK')	image/png	etag:%22639ad398-288e%22	https://newfreetool.com/public/assets/frontend/img/ornaments/ornament3.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/img/ornaments/ornament3.png	(from https://newfreetool.com/public/assets/frontend/css/style.css)
10:25:02	330619/330619	---M--	200	added ('OK')	image/jpeg	etag:%22639ad398-50b7b%22	https://newfreetool.com/public/assets/frontend/img/call-to-action/counterbg.jpg	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/img/call-to-action/counterbg.jpg	(from https://newfreetool.com/public/assets/frontend/css/style.css)
10:25:02	9066/9066	---M--	200	added ('OK')	image/png	etag:%22639ad398-236a%22	https://newfreetool.com/public/assets/frontend/img/ornaments/pattern2.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/img/ornaments/pattern2.png	(from https://newfreetool.com/public/assets/frontend/css/style.css)
10:25:03	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:06%20GMT	https://newfreetool.com/themes/abctots/img/ornaments/numbers1.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/themes/abctots/img/ornaments/numbers1.png	(from https://newfreetool.com/public/assets/frontend/css/custom.css)
10:25:03	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:06%20GMT	https://newfreetool.com/themes/abctots/img/ornaments/numbers2.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/themes/abctots/img/ornaments/numbers2.png	(from https://newfreetool.com/public/assets/frontend/css/custom.css)
10:25:03	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:07%20GMT	https://newfreetool.com/themes/abctots/img/ornaments/doodlesbg.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/themes/abctots/img/ornaments/doodlesbg.png	(from https://newfreetool.com/public/assets/frontend/css/custom.css)
10:25:03	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:07%20GMT	https://newfreetool.com/themes/abctots/img/call-to-action/counterbg.jpg	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/themes/abctots/img/call-to-action/counterbg.jpg	(from https://newfreetool.com/public/assets/frontend/css/custom.css)
10:25:03	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:07%20GMT	https://newfreetool.com/themes/abctots/img/ornaments/childrenbg.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/themes/abctots/img/ornaments/childrenbg.png	(from https://newfreetool.com/public/assets/frontend/css/custom.css)
10:25:04	298363/298363	---M--	200	added ('OK')	image/jpeg	etag:%22639ad398-48d7b%22	https://newfreetool.com/public/assets/frontend/img/jumbotron.jpg	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/img/jumbotron.jpg	(from https://newfreetool.com/public/assets/frontend/css/style.css)
10:25:04	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:07%20GMT	https://newfreetool.com/themes/abctots/img/call-to-action/callout.jpg	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/themes/abctots/img/call-to-action/callout.jpg	(from https://newfreetool.com/public/assets/frontend/css/custom.css)
10:25:04	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:08%20GMT	https://newfreetool.com/themes/abctots/img/call-to-action/enroll.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/themes/abctots/img/call-to-action/enroll.png	(from https://newfreetool.com/public/assets/frontend/css/custom.css)
10:25:04	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:08%20GMT	https://newfreetool.com/themes/abctots/img/example.jpg	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/themes/abctots/img/example.jpg	(from https://newfreetool.com/public/assets/frontend/css/custom.css)
10:25:04	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:08%20GMT	https://newfreetool.com/themes/abctots/img/ornaments/ornament1.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/themes/abctots/img/ornaments/ornament1.png	(from https://newfreetool.com/public/assets/frontend/css/custom.css)
10:25:05	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:08%20GMT	https://newfreetool.com/themes/abctots/img/ornaments/ornament2.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/themes/abctots/img/ornaments/ornament2.png	(from https://newfreetool.com/public/assets/frontend/css/custom.css)
10:25:05	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:09%20GMT	https://newfreetool.com/themes/abctots/img/ornaments/ornament3.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/themes/abctots/img/ornaments/ornament3.png	(from https://newfreetool.com/public/assets/frontend/css/custom.css)
10:25:05	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:09%20GMT	https://newfreetool.com/themes/abctots/img/ornaments/pattern2.png	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/themes/abctots/img/ornaments/pattern2.png	(from https://newfreetool.com/public/assets/frontend/css/custom.css)
10:25:05	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:09%20GMT	https://newfreetool.com/themes/abctots/img/jumbotron.jpg	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/themes/abctots/img/jumbotron.jpg	(from https://newfreetool.com/public/assets/frontend/css/custom.css)
10:25:06	3742/3742	---M--	200	added ('OK')	text/css	etag:%22658d81ca-e9e%22	https://newfreetool.com/public/assets/frontend/css/cropper.min.css	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/css/cropper.min.css	(from https://newfreetool.com/en/online-image-cropper)
10:25:06	37256/37256	---M--	200	added ('OK')	application/javascript	etag:%22658d81d7-9188%22	https://newfreetool.com/public/assets/frontend/js/cropper.min.js	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/frontend/js/cropper.min.js	(from https://newfreetool.com/en/online-image-cropper)
10:25:06	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:10%20GMT	https://newfreetool.com/en/cropped_image.jpg	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/cropped_image.jpg	(from https://newfreetool.com/en/online-image-cropper)
10:25:07	83195/83195	---M--	200	added ('OK')	image/gif	etag:%226599c703-144fb%22	https://newfreetool.com/public/assets/img/Spinner.gif	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/public/assets/img/Spinner.gif	(from https://newfreetool.com/en/compress-image)
10:25:09	1045189/1045189	---MC-	405	error ('Method%20Not%20Allowed')	text/html	date:Mon,%2016%20Dec%202024%2005:25:10%20GMT	https://newfreetool.com/en/generate-password-action	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/generate-password-action	(from https://newfreetool.com/en/random-password-generator)
10:25:10	89795/89795	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15ec3%22	https://code.jquery.com/jquery-3.6.4.min.js	D:/New%20folder/newfreetools/newfreetoolss/code.jquery.com/jquery-3.6.4.min.js	(from https://newfreetool.com/en/json-formatter)
10:25:11	149621/149621	---M-Z	200	added ('OK')	application/javascript	etag:%226549fe1b-7bfd%22	https://cdnjs.cloudflare.com/ajax/libs/js-beautify/1.14.11/beautify.js	D:/New%20folder/newfreetools/newfreetoolss/cdnjs.cloudflare.com/ajax/libs/js-beautify/1.14.11/beautify.js	(from https://newfreetool.com/en/js-formatter)
10:25:11	54346/54346	---M-Z	200	added ('OK')	application/javascript	etag:%226549fe1b-2cb3%22	https://cdnjs.cloudflare.com/ajax/libs/js-beautify/1.14.11/beautify-css.js	D:/New%20folder/newfreetools/newfreetoolss/cdnjs.cloudflare.com/ajax/libs/js-beautify/1.14.11/beautify-css.js	(from https://newfreetool.com/en/js-formatter)
10:25:12	110142/110142	---M-Z	200	added ('OK')	application/javascript	etag:%226549fe1b-549c%22	https://cdnjs.cloudflare.com/ajax/libs/js-beautify/1.14.11/beautify-html.js	D:/New%20folder/newfreetools/newfreetoolss/cdnjs.cloudflare.com/ajax/libs/js-beautify/1.14.11/beautify-html.js	(from https://newfreetool.com/en/js-formatter)
10:25:12	4508/4508	---M-Z	200	added ('OK')	text/css	etag:%225eb03ec2-119c%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-toast-plugin/1.3.2/jquery.toast.min.css	D:/New%20folder/newfreetools/newfreetoolss/cdnjs.cloudflare.com/ajax/libs/jquery-toast-plugin/1.3.2/jquery.toast.min.css	(from https://newfreetool.com/en/js-formatter)
10:25:12	6335/6335	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec2-18bf%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-toast-plugin/1.3.2/jquery.toast.min.js	D:/New%20folder/newfreetools/newfreetoolss/cdnjs.cloudflare.com/ajax/libs/jquery-toast-plugin/1.3.2/jquery.toast.min.js	(from https://newfreetool.com/en/js-formatter)
10:25:13	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:16%20GMT	https://newfreetool.com/en/converted-image.jpg	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/converted-image.jpg	(from https://newfreetool.com/en/convert-png-into-jpg-online)
10:25:13	33961/33961	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2005:25:16%20GMT	https://newfreetool.com/en/linkshortner	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/linkshortner.html	(from https://newfreetool.com/en/dob-calculator)
10:25:16	1043979/1043979	---MC-	405	error ('Method%20Not%20Allowed')	text/html	date:Mon,%2016%20Dec%202024%2005:25:17%20GMT	https://newfreetool.com/en/calculate-age	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/calculate-age	(from https://newfreetool.com/en/dob-calculator)
10:25:17	1523/1523	---M-Z	200	added ('OK')	text/css	etag:W/%225f3-+1V14Dol2NTxfWeZHXSM59cb9kI%22	https://cdn.jsdelivr.net/npm/toastify-js/src/toastify.min.css	D:/New%20folder/newfreetools/newfreetoolss/cdn.jsdelivr.net/npm/toastify-js/src/toastify.min.css	(from https://newfreetool.com/en/case-converter)
10:25:17	344009/344009	---M-Z	200	added ('OK')	application/javascript	etag:W/%2253fc9-Jp9Vk24Ybv0rJ6ZZ5HLpQ6vP7ig%22	https://cdn.jsdelivr.net/npm/vue@2.6.14/dist/vue.js	D:/New%20folder/newfreetools/newfreetoolss/cdn.jsdelivr.net/npm/vue@2.6.14/dist/vue.js	(from https://newfreetool.com/en/qr-code-scanner)
10:25:18	54050/54050	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d322-jO32YHmnvWmO/sus6Gyfc4bMqU4%22	https://cdn.jsdelivr.net/npm/axios/dist/axios.min.js	D:/New%20folder/newfreetools/newfreetoolss/cdn.jsdelivr.net/npm/axios/dist/axios.min.js	(from https://newfreetool.com/en/qr-code-scanner)
10:25:19	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:22%20GMT	https://newfreetool.com/en/converted.mp3	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/converted.79.delayed	(from https://newfreetool.com/en/convert-mp4-to-mp3)
10:25:19	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:23%20GMT	https://newfreetool.com/en/converted.pdf	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/converted.pdf	(from https://newfreetool.com/en/jpg-to-pdf-converter)
10:25:20	365336/365336	---M-Z	200	added ('OK')	application/javascript	etag:%2260473896-59318%22	https://cdnjs.cloudflare.com/ajax/libs/jspdf/2.3.1/jspdf.umd.min.js	D:/New%20folder/newfreetools/newfreetoolss/cdnjs.cloudflare.com/ajax/libs/jspdf/2.3.1/jspdf.umd.min.js	(from https://newfreetool.com/en/work-hours-calculator)
10:25:20	36004/36004	---M-Z	200	added ('OK')	application/javascript	etag:%22611f4def-2be3%22	https://cdnjs.cloudflare.com/ajax/libs/jspdf-autotable/3.5.18/jspdf.plugin.autotable.min.js	D:/New%20folder/newfreetools/newfreetoolss/cdnjs.cloudflare.com/ajax/libs/jspdf-autotable/3.5.18/jspdf.plugin.autotable.min.js	(from https://newfreetool.com/en/work-hours-calculator)
10:25:21	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:24%20GMT	https://newfreetool.com/en/work_hours_calculator_results.pdf	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/work_hours_calculator_results.7d.delayed	(from https://newfreetool.com/en/work-hours-calculator)
10:25:21	978/978	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:25%20GMT	https://newfreetool.com/en/vat_calculator_results.pdf	D:/New%20folder/newfreetools/newfreetoolss/newfreetool.com/en/vat_calculator_results.pdf	(from https://newfreetool.com/en/vat-calculator)
10:25:22	43990/43990	---M-Z	200	added ('OK')	application/javascript	etag:%2260e1f7a1-38d5%22	https://cdnjs.cloudflare.com/ajax/libs/Sortable/1.14.0/Sortable.min.js	D:/New%20folder/newfreetools/newfreetoolss/cdnjs.cloudflare.com/ajax/libs/Sortable/1.14.0/Sortable.min.js	(from https://newfreetool.com/en/pomodoro-timer)
10:25:22	548/548	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2005:25:26%20GMT	https://cdnjs.cloudflare.com/ajax/libs/vuedraggable/2.24.3/vuedraggable.umd.min.js	D:/New%20folder/newfreetools/newfreetoolss/cdnjs.cloudflare.com/ajax/libs/vuedraggable/2.24.3/vuedraggable.umd.min.80.delayed	(from https://newfreetool.com/en/pomodoro-timer)
10:25:23	66/66	---M-Z	404	error ('Not%20Found')	text/plain	etag:W/%2242-mxuZQbSffNSxlimFlk+/5jHQWMQ%22	https://cdn.jsdelivr.net/npm/recorder-js@latest/dist/recorder.js	D:/New%20folder/newfreetools/newfreetoolss/cdn.jsdelivr.net/npm/recorder-js@latest/dist/recorder.js	(from https://newfreetool.com/en/voice-recorder)
10:25:24	15823/15823	---M-Z	200	added ('OK')	text/css	etag:W/%223dcf-yUSO+/Irxvb7u7/rvWVmQrqxN2c%22	https://cdn.jsdelivr.net/npm/select2@4.1.0-beta.1/dist/css/select2.min.css	D:/New%20folder/newfreetools/newfreetoolss/cdn.jsdelivr.net/npm/select2@4.1.0-beta.1/dist/css/select2.min.css	(from https://newfreetool.com/en/currency-exchange-rate)
10:25:24	87533/87533	---M-Z	200	added ('OK')	application/javascript	etag:%2264ed75bb-76fe%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.7.1/jquery.min.js	D:/New%20folder/newfreetools/newfreetoolss/cdnjs.cloudflare.com/ajax/libs/jquery/3.7.1/jquery.min.js	(from https://newfreetool.com/en/currency-exchange-rate)
10:25:24	72443/72443	---M-Z	200	added ('OK')	application/javascript	etag:W/%2211afb-s2c359KmWBXECshtBQLwy7i5utg%22	https://cdn.jsdelivr.net/npm/select2@4.1.0-beta.1/dist/js/select2.min.js	D:/New%20folder/newfreetools/newfreetoolss/cdn.jsdelivr.net/npm/select2@4.1.0-beta.1/dist/js/select2.min.js	(from https://newfreetool.com/en/currency-exchange-rate)
10:25:25	5276/5276	---M-Z	200	added ('OK')	text/css	etag:W/%22149c-YQ3UWoFd61ZEWJ1dJDrONWXxPj0%22	https://cdn.jsdelivr.net/npm/vue-toasted/dist/vue-toasted.min.css	D:/New%20folder/newfreetools/newfreetoolss/cdn.jsdelivr.net/npm/vue-toasted/dist/vue-toasted.min.css	(from https://newfreetool.com/en/sql-formatter)
10:25:26	155758/155758	---MCZ	200	added ('OK')	text/css	etag:W/%22a15c2ac3234aa8f6064ef9c1f7383c37%22	https://stackpath.bootstrapcdn.com/bootstrap/4.3.1/css/bootstrap.min.css	D:/New%20folder/newfreetools/newfreetoolss/stackpath.bootstrapcdn.com/bootstrap/4.3.1/css/bootstrap.min.css	(from https://newfreetool.com/en/author)
10:25:26	577/577	---MCZ	404	error ('Not%20Found')	application/javascript	date:Mon,%2016%20Dec%202024%2005:25:30%20GMT	https://stackpath.bootstrapcdn.com/bootstrap/5.1.3/js/bootstrap.bundle.min.js	D:/New%20folder/newfreetools/newfreetoolss/stackpath.bootstrapcdn.com/bootstrap/5.1.3/js/bootstrap.bundle.min.87.delayed	(from https://newfreetool.com/en/author)
10:25:26	14690/14690	---M-Z	200	added ('OK')	application/javascript	etag:W/%223962-hQ7i5cn7phCEATfGxOkrWrvEKP4%22	https://cdn.jsdelivr.net/npm/aos@2.3.4/dist/aos.js	D:/New%20folder/newfreetools/newfreetoolss/cdn.jsdelivr.net/npm/aos@2.3.4/dist/aos.js	(from https://newfreetool.com/en/author)
